"customerkey","givenname","cohort_year","last_purchase_date","customer_status"
1164624,"Aaliyah","2017","2017-03-31","churned"
1164642,"Gracie","2019","2019-08-22","churned"
1164643,"Naomi","2022","2023-02-28","churned"
1164730,"Melissa","2018","2024-03-20","active"
1164867,"Joe","2019","2019-02-13","churned"
1164888,"Freya","2018","2018-01-22","churned"
1164922,"Cerys","2018","2019-02-22","churned"
1164987,"William","2022","2022-12-10","churned"
1165005,"Victoria","2018","2020-05-09","churned"
1165013,"Joel","2019","2019-08-19","churned"
1165155,"Edward","2022","2022-09-01","churned"
1165170,"Holly","2018","2018-12-20","churned"
1165171,"Sophie","2022","2022-06-28","churned"
1165203,"Eve","2018","2020-08-28","churned"
1165212,"Phoebe","2022","2022-06-21","churned"
1165225,"Joe","2019","2023-11-10","active"
1165273,"Noah","2021","2021-05-15","churned"
1165287,"Olivia","2020","2024-02-24","active"
1165558,"Libby","2017","2018-07-30","churned"
1165592,"Evie","2023","2023-02-25","churned"
1165629,"Riley","2017","2022-07-02","churned"
1165642,"Ryan","2019","2019-12-28","churned"
1165770,"Scott","2022","2022-09-03","churned"
1165771,"Christopher","2019","2023-02-23","churned"
1165825,"John","2022","2022-02-05","churned"
1165864,"Nicole","2021","2023-03-13","churned"
1165956,"Alice","2019","2019-09-18","churned"
1166078,"Sarah","2018","2024-03-08","active"
1166221,"Maddison","2019","2022-02-03","churned"
1166273,"Louie","2023","2023-02-08","churned"
1166282,"Faith","2021","2022-10-11","churned"
1166300,"Faith","2016","2023-12-09","active"
1166338,"Billy","2019","2020-06-03","churned"
1166357,"Daisy","2019","2019-09-20","churned"
1166455,"Ryan","2015","2015-04-27","churned"
1166510,"Lola","2022","2022-09-21","churned"
1166528,"Callum","2015","2015-05-02","churned"
1166541,"Demi","2016","2016-06-18","churned"
1166566,"Morgan","2020","2020-01-21","churned"
1166704,"Rosie","2020","2020-01-06","churned"
1166770,"Peter","2021","2021-07-19","churned"
1166782,"Lola","2018","2022-09-22","churned"
1166831,"Abby","2019","2019-09-12","churned"
1166837,"Rebecca","2019","2022-02-16","churned"
1166920,"Eleanor","2018","2020-05-09","churned"
1167014,"Louie","2015","2018-08-12","churned"
1167040,"Georgina","2018","2018-11-02","churned"
1167080,"Jake","2017","2019-09-05","churned"
1167104,"Zachary","2022","2022-02-15","churned"
1167114,"Sean","2017","2021-10-16","churned"
1167346,"Nicole","2022","2023-09-21","churned"
1167347,"Christopher","2021","2021-05-11","churned"
1167356,"Isabelle","2018","2018-12-07","churned"
1167417,"Jessica","2022","2022-06-25","churned"
1167504,"Elise","2018","2018-10-10","churned"
1167545,"Jacob","2015","2020-02-29","churned"
1167588,"Abigail","2015","2019-05-16","churned"
1167653,"Amelia","2016","2019-12-07","churned"
1167804,"Finlay","2018","2022-08-10","churned"
1167852,"Gabriel","2015","2021-07-03","churned"
1167983,"Lola","2020","2022-05-06","churned"
1168043,"Jude","2019","2019-06-19","churned"
1168092,"Kiera","2015","2015-09-08","churned"
1168175,"Muhammad","2019","2019-08-21","churned"
1168282,"Max","2015","2015-09-07","churned"
1168293,"Samuel","2016","2016-05-06","churned"
1168301,"Mason","2019","2021-12-30","churned"
1168411,"Gabriel","2015","2018-05-05","churned"
1168441,"Aidan","2016","2016-01-02","churned"
1168474,"Ben","2022","2022-10-17","churned"
1168541,"Kieran","2017","2022-12-22","churned"
1168575,"Shannon","2017","2017-11-11","churned"
1168577,"Charles","2015","2021-06-01","churned"
1168653,"Toby","2018","2022-03-11","churned"
1168657,"Billy","2018","2018-12-03","churned"
1168684,"Zak","2018","2018-07-14","churned"
1168843,"Ethan","2018","2018-12-06","churned"
1168893,"Demi","2018","2018-02-12","churned"
1169019,"Jayden","2019","2019-02-19","churned"
1169037,"James","2022","2022-02-15","churned"
1169150,"Josh","2022","2022-06-14","churned"
1169326,"Zak","2022","2022-06-28","churned"
1169387,"Patrick","2019","2023-06-01","churned"
1169423,"Andrew","2018","2024-01-25","active"
1169434,"Zak","2017","2017-09-05","churned"
1169490,"Benjamin","2018","2024-02-24","active"
1169553,"Mohammad","2018","2018-05-16","churned"
1169567,"Lily","2023","2023-06-24","churned"
1169582,"Noah","2019","2019-04-25","churned"
1169675,"Georgia","2019","2019-02-01","churned"
1169708,"Toby","2017","2017-11-03","churned"
1169763,"Lucy","2018","2023-06-14","churned"
1169775,"Peter","2015","2018-11-14","churned"
1169817,"Peter","2017","2019-06-22","churned"
1169826,"Faith","2020","2021-01-08","churned"
1169864,"Naomi","2018","2018-09-08","churned"
1169875,"Paige","2018","2018-09-29","churned"
1169943,"Nathan","2016","2018-11-19","churned"
1169985,"Madeleine","2018","2023-03-17","churned"
1169993,"Jade","2022","2022-11-05","churned"
1169996,"Ellis","2019","2019-05-15","churned"
1170056,"Jodie","2023","2023-11-06","active"
1170057,"Faith","2019","2019-06-20","churned"
1170102,"Gracie","2023","2023-05-02","churned"
1170108,"Thomas","2016","2016-07-18","churned"
1170161,"Molly","2023","2023-06-02","churned"
1170262,"Millie","2019","2023-02-15","churned"
1170264,"Paige","2022","2024-02-15","active"
1170394,"Lucas","2019","2019-04-20","churned"
1170444,"Evie","2022","2022-04-29","churned"
1170460,"Freya","2018","2021-06-14","churned"
1170483,"Skye","2017","2023-10-21","active"
1170564,"Elizabeth","2022","2022-11-03","churned"
1170650,"Madison","2019","2019-12-17","churned"
1170768,"Holly","2022","2022-06-25","churned"
1170789,"Scarlett","2023","2023-04-27","churned"
1170844,"Isaac","2018","2023-08-11","churned"
1170906,"Charlie","2022","2022-11-12","churned"
1170923,"Joseph","2015","2015-12-23","churned"
1170972,"Lilly","2019","2019-01-28","churned"
1170977,"Leo","2022","2022-11-19","churned"
1170992,"Jessica","2015","2015-06-22","churned"
1171096,"Henry","2016","2021-12-24","churned"
1171121,"Jordan","2022","2022-02-28","churned"
1171219,"Rhys","2021","2021-09-29","churned"
1171242,"Harriet","2021","2021-12-29","churned"
1171278,"Alisha","2015","2015-11-12","churned"
1171325,"Georgina","2018","2018-07-18","churned"
1171372,"Paige","2016","2016-02-21","churned"
1171409,"Billy","2022","2022-07-01","churned"
1171436,"Olivia","2016","2020-02-03","churned"
1171449,"Peter","2017","2017-08-16","churned"
1171650,"Poppy","2022","2024-03-02","active"
1171653,"Edward","2015","2021-12-15","churned"
1171669,"Lydia","2023","2023-04-28","churned"
1171679,"Edward","2017","2017-09-23","churned"
1171826,"Charlie","2018","2018-06-14","churned"
1171877,"Dylan","2018","2022-11-15","churned"
1171924,"Brandon","2023","2023-02-21","churned"
1171993,"Alex","2015","2022-10-01","churned"
1172255,"Olivia","2022","2022-11-27","churned"
1172267,"William","2015","2015-03-04","churned"
1172462,"Lilly","2021","2021-06-09","churned"
1172518,"Harry","2022","2022-02-22","churned"
1172675,"Louise","2022","2022-12-24","churned"
1172699,"Millie","2020","2020-01-21","churned"
1172735,"Leah","2019","2019-06-12","churned"
1172766,"Anthony","2022","2024-02-01","active"
1172807,"Anna","2018","2021-11-03","churned"
1172841,"Jessica","2021","2021-12-01","churned"
1173008,"Cameron","2015","2015-10-31","churned"
1173053,"Isabel","2018","2020-04-30","churned"
1173098,"Michael","2015","2015-10-27","churned"
1173123,"Eve","2022","2022-06-06","churned"
1173181,"Amy","2015","2015-10-17","churned"
1173210,"Maddison","2015","2019-06-05","churned"
1173282,"Rebecca","2018","2018-11-12","churned"
1173302,"Sebastian","2015","2020-03-16","churned"
1173310,"Ava","2021","2023-01-15","churned"
1173369,"Taylor","2019","2019-01-31","churned"
1173377,"Morgan","2022","2022-12-28","churned"
1173386,"Megan","2021","2023-06-11","churned"
1173406,"Poppy","2020","2023-09-12","churned"
1173446,"Jordan","2022","2022-12-07","churned"
1173503,"Oscar","2022","2022-12-27","churned"
1173512,"Evie","2022","2022-05-03","churned"
1173518,"Lucy","2019","2019-06-29","churned"
1173536,"Nicholas","2015","2015-10-16","churned"
1173554,"Maisie","2016","2022-01-21","churned"
1173692,"Gracie","2019","2023-06-20","churned"
1173857,"Lucas","2018","2018-06-30","churned"
1173911,"James","2018","2023-02-23","churned"
1173977,"Brandon","2022","2022-05-21","churned"
1173990,"Millie","2017","2022-08-23","churned"
1174002,"Jay","2019","2019-02-23","churned"
1174019,"Archie","2019","2020-01-23","churned"
1174027,"Charlie","2018","2018-11-02","churned"
1174094,"Joshua","2023","2023-07-12","churned"
1174207,"Jasmine","2022","2022-02-12","churned"
1174332,"Eve","2016","2018-08-11","churned"
1174395,"Jessica","2023","2023-03-04","churned"
1174438,"Eleanor","2015","2015-10-20","churned"
1174467,"Jayden","2016","2016-12-24","churned"
1174490,"Natasha","2023","2023-09-16","churned"
1174713,"Spencer","2019","2019-08-21","churned"
1174716,"Madison","2018","2018-01-26","churned"
1174744,"Adam","2018","2023-05-27","churned"
1174844,"Zara","2021","2022-09-03","churned"
1174911,"Jodie","2018","2023-05-05","churned"
1175031,"Georgina","2015","2016-01-13","churned"
1175076,"Mollie","2021","2021-12-22","churned"
1175202,"Chloe","2015","2015-12-29","churned"
1175415,"Gracie","2019","2019-10-15","churned"
1175432,"Taylor","2015","2015-12-18","churned"
1175465,"Isaac","2023","2023-04-14","churned"
1175501,"Daisy","2018","2018-09-01","churned"
1175567,"Zachary","2015","2015-09-29","churned"
1175616,"Logan","2016","2021-06-19","churned"
1175652,"Emily","2017","2023-12-14","active"
1175660,"Ellis","2022","2022-01-27","churned"
1175696,"Bethany","2022","2022-12-31","churned"
1175742,"Gabriel","2022","2023-06-24","churned"
1175751,"Holly","2022","2022-12-03","churned"
1175796,"Isabel","2023","2023-06-23","churned"
1175797,"Faith","2017","2017-09-23","churned"
1175880,"Isabella","2021","2022-09-21","churned"
1176031,"Lewis","2022","2022-08-04","churned"
1176236,"Aaliyah","2023","2023-04-13","churned"
1176241,"Sarah","2018","2019-03-04","churned"
1176264,"Faith","2022","2022-12-10","churned"
1176316,"Chelsea","2018","2023-03-02","churned"
1176431,"Harley","2018","2018-05-28","churned"
1176433,"Lara","2022","2022-10-22","churned"
1176456,"Aimee","2022","2022-08-23","churned"
1176597,"Lucas","2021","2021-11-05","churned"
1176610,"Kieran","2019","2019-01-16","churned"
1176663,"Victoria","2015","2022-03-27","churned"
1176743,"Oscar","2015","2015-06-20","churned"
1176753,"Robert","2022","2023-02-25","churned"
1176763,"Kai","2020","2024-03-27","active"
1176778,"Zara","2018","2022-01-18","churned"
1176785,"Lilly","2018","2018-07-12","churned"
1176831,"Morgan","2022","2023-05-23","churned"
1176832,"Isabelle","2022","2022-09-12","churned"
1176877,"Toby","2020","2020-02-15","churned"
1176888,"Sophie","2020","2022-06-10","churned"
1177071,"Joel","2023","2023-09-16","churned"
1177116,"Toby","2019","2019-02-14","churned"
1177163,"Cameron","2018","2023-04-29","churned"
1177248,"Chloe","2023","2023-09-07","churned"
1177250,"Abbie","2019","2019-05-13","churned"
1177270,"Ben","2021","2022-08-17","churned"
1177334,"Georgia","2019","2022-12-17","churned"
1177401,"Skye","2019","2021-05-12","churned"
1177451,"Rhys","2015","2022-11-18","churned"
1177468,"Charlotte","2019","2023-08-04","churned"
1177503,"Peter","2015","2022-10-14","churned"
1177555,"Amy","2019","2022-07-14","churned"
1177559,"Isabella","2016","2016-11-19","churned"
1177613,"Ellie","2017","2017-09-20","churned"
1177629,"Josh","2019","2019-02-16","churned"
1177635,"Luca","2019","2022-08-15","churned"
1177639,"Skye","2015","2017-08-31","churned"
1177655,"Alisha","2023","2023-05-11","churned"
1177664,"Nicole","2023","2023-01-23","churned"
1177685,"Mohammed","2022","2022-09-17","churned"
1177689,"Taylor","2019","2019-09-04","churned"
1177723,"Muhammad","2022","2023-03-01","churned"
1177785,"Lilly","2019","2019-01-26","churned"
1177810,"Spencer","2018","2018-08-04","churned"
1177842,"Ellie","2019","2019-10-30","churned"
1177984,"Jasmine","2017","2017-11-08","churned"
1178060,"Michael","2018","2018-09-19","churned"
1178139,"Lucy","2016","2016-10-20","churned"
1178169,"Laura","2022","2022-02-12","churned"
1178179,"Hayden","2016","2016-07-23","churned"
1178197,"Amber","2019","2019-05-06","churned"
1178286,"Ethan","2022","2022-02-24","churned"
1178357,"Scott","2021","2021-01-04","churned"
1178462,"William","2023","2023-01-20","churned"
1178540,"Alicia","2016","2019-02-16","churned"
1178648,"Rosie","2023","2023-03-02","churned"
1178651,"Lara","2016","2018-06-02","churned"
1178669,"Maisie","2020","2020-06-20","churned"
1178735,"Harley","2022","2022-07-21","churned"
1178792,"Lauren","2018","2018-11-17","churned"
1178814,"Rhys","2022","2022-02-26","churned"
1178842,"Finley","2021","2021-04-28","churned"
1178887,"Harvey","2020","2020-01-07","churned"
1178910,"Skye","2023","2023-07-20","churned"
1179021,"Madeleine","2017","2017-01-27","churned"
1179037,"Luke","2019","2019-10-09","churned"
1179177,"Louis","2018","2023-12-26","active"
1179237,"Morgan","2020","2020-01-11","churned"
1179256,"Daniel","2023","2023-04-15","churned"
1179278,"James","2016","2016-05-19","churned"
1179318,"Naomi","2015","2018-12-25","churned"
1179415,"Cameron","2015","2023-01-14","churned"
1179560,"Jake","2016","2016-07-05","churned"
1179626,"Sam","2016","2016-09-22","churned"
1179643,"Tegan","2022","2022-10-26","churned"
1179716,"Peter","2022","2022-02-17","churned"
1179741,"Lucas","2019","2019-11-29","churned"
1179798,"Kate","2019","2019-01-12","churned"
1179829,"Jade","2019","2019-01-16","churned"
1179902,"Rosie","2019","2019-05-02","churned"
1179937,"Christopher","2019","2019-06-17","churned"
1179941,"Nicholas","2015","2022-01-24","churned"
1179947,"Max","2022","2022-08-01","churned"
1180091,"John","2017","2017-08-08","churned"
1180092,"Faith","2016","2016-03-02","churned"
1180101,"Kai","2021","2021-06-25","churned"
1180174,"Kai","2019","2022-05-28","churned"
1180189,"Cerys","2016","2019-06-26","churned"
1180197,"Alexander","2017","2022-09-01","churned"
1180201,"Harriet","2018","2019-06-08","churned"
1180366,"Katherine","2016","2020-05-09","churned"
1180437,"Leon","2023","2023-02-16","churned"
1180464,"Mohammad","2017","2019-05-07","churned"
1180510,"Poppy","2017","2019-02-21","churned"
1180515,"Rebecca","2021","2022-10-04","churned"
1180520,"Henry","2018","2018-05-31","churned"
1180552,"Evie","2019","2022-05-04","churned"
1180596,"Kate","2018","2021-09-11","churned"
1180729,"Chloe","2023","2023-02-16","churned"
1180781,"Abigail","2018","2021-04-07","churned"
1180898,"Alexander","2020","2020-10-23","churned"
1180977,"Sofia","2023","2023-03-20","churned"
1181010,"Eva","2023","2023-08-18","churned"
1181023,"Riley","2019","2021-08-01","churned"
1181059,"Noah","2018","2018-03-14","churned"
1181146,"Corey","2022","2022-07-02","churned"
1181157,"Brandon","2019","2019-07-03","churned"
1181167,"Aaron","2022","2022-03-03","churned"
1181180,"Emily","2016","2022-09-23","churned"
1181221,"Sophia","2019","2019-02-27","churned"
1181319,"Maya","2019","2022-11-15","churned"
1181694,"Muhammad","2022","2022-03-26","churned"
1181710,"Oscar","2015","2015-02-02","churned"
1181810,"Leo","2016","2022-04-23","churned"
1181823,"Jamie","2015","2015-09-24","churned"
1182133,"Anna","2022","2022-12-19","churned"
1182344,"Maddison","2021","2021-08-05","churned"
1182488,"Yasmin","2022","2022-07-02","churned"
1182528,"Jake","2018","2023-09-16","churned"
1182533,"Alisha","2019","2019-10-22","churned"
1182557,"Jayden","2019","2019-03-16","churned"
1182643,"Jasmine","2015","2019-11-30","churned"
1182754,"Sarah","2016","2019-01-21","churned"
1182792,"Ella","2022","2022-02-11","churned"
1182989,"Amelie","2019","2019-08-16","churned"
1183139,"Hannah","2020","2020-12-22","churned"
1183160,"Riley","2019","2019-02-19","churned"
1183325,"Logan","2023","2023-08-12","churned"
1183359,"Danielle","2021","2022-06-25","churned"
1183413,"Jay","2016","2019-09-06","churned"
1183422,"Aaron","2023","2023-08-24","churned"
1183622,"Jade","2022","2022-02-12","churned"
1183672,"Aidan","2022","2023-04-28","churned"
1183717,"Amber","2015","2015-12-30","churned"
1183730,"Reece","2022","2022-09-02","churned"
1183780,"Mollie","2022","2022-01-01","churned"
1183822,"Kai","2016","2016-07-20","churned"
1183871,"Louie","2022","2022-10-19","churned"
1183900,"Sofia","2016","2016-12-29","churned"
1183923,"Liam","2019","2019-09-13","churned"
1183933,"Ben","2019","2022-12-26","churned"
1183942,"Sophie","2015","2017-02-08","churned"
1183976,"Charles","2019","2022-09-08","churned"
1183991,"Cameron","2015","2023-02-10","churned"
1183996,"Amber","2022","2022-05-14","churned"
1184038,"Kyle","2019","2019-08-09","churned"
1184047,"Eloise","2016","2016-07-12","churned"
1184112,"Eloise","2015","2015-12-05","churned"
1184147,"Toby","2018","2023-06-03","churned"
1184153,"Ewan","2022","2022-03-25","churned"
1184209,"Kiera","2017","2017-10-10","churned"
1184232,"Sean","2022","2022-06-01","churned"
1184295,"Kayleigh","2015","2015-07-10","churned"
1184311,"Millie","2022","2022-07-11","churned"
1184317,"Eloise","2016","2016-05-28","churned"
1184353,"Courtney","2015","2015-02-28","churned"
1184372,"Louie","2017","2017-08-22","churned"
1184420,"Isobel","2019","2021-07-13","churned"
1184426,"Mia","2021","2021-09-27","churned"
1184446,"Connor","2019","2019-07-20","churned"
1184577,"Daisy","2019","2024-03-26","active"
1184579,"Toby","2019","2022-11-07","churned"
1184644,"Amelie","2020","2021-11-10","churned"
1184651,"Samantha","2018","2023-05-23","churned"
1184772,"Jade","2016","2016-07-01","churned"
1184776,"Isabella","2015","2015-04-30","churned"
1184824,"Ellis","2018","2018-11-07","churned"
1184861,"Ellis","2019","2019-07-08","churned"
1184908,"Archie","2020","2020-05-01","churned"
1184998,"Katherine","2017","2020-05-21","churned"
1185000,"Josh","2018","2023-03-04","churned"
1185010,"Rachel","2016","2016-11-12","churned"
1185022,"Freya","2022","2023-08-31","churned"
1185030,"Zoe","2022","2022-10-02","churned"
1185031,"Lewis","2018","2019-09-04","churned"
1185065,"Sofia","2015","2020-10-12","churned"
1185141,"Isobel","2019","2019-09-09","churned"
1185162,"Maya","2022","2022-06-22","churned"
1185199,"Josh","2022","2022-06-09","churned"
1185227,"John","2019","2019-05-11","churned"
1185272,"Dominic","2022","2023-05-08","churned"
1185291,"Sean","2021","2021-10-07","churned"
1185408,"Madeleine","2018","2018-11-22","churned"
1185414,"Ben","2016","2024-01-03","active"
1185446,"Samuel","2017","2023-03-09","churned"
1185586,"Abby","2023","2023-07-18","churned"
1185622,"Kate","2023","2023-01-17","churned"
1185641,"Melissa","2023","2023-07-03","churned"
1185690,"Noah","2020","2023-02-17","churned"
1185714,"Nathan","2015","2015-08-17","churned"
1185716,"Evan","2018","2018-08-29","churned"
1185767,"Maisie","2019","2019-08-31","churned"
1185859,"William","2023","2023-04-29","churned"
1185894,"Riley","2019","2019-02-25","churned"
1185921,"Leo","2022","2022-12-20","churned"
1185944,"Madison","2020","2020-02-18","churned"
1186000,"Kiera","2021","2021-07-27","churned"
1186024,"Luca","2022","2022-02-24","churned"
1186040,"Faith","2018","2018-05-30","churned"
1186175,"Joel","2015","2019-07-27","churned"
1186197,"Jonathan","2018","2018-12-21","churned"
1186209,"Spencer","2016","2016-06-30","churned"
1186212,"Sophia","2018","2023-05-18","churned"
1186248,"Corey","2018","2018-08-31","churned"
1186286,"Robert","2017","2022-07-06","churned"
1186340,"Amelia","2015","2015-06-18","churned"
1186356,"Logan","2020","2020-12-19","churned"
1186456,"Jade","2015","2015-12-17","churned"
1186508,"Sofia","2022","2022-11-07","churned"
1186552,"Georgia","2018","2018-09-07","churned"
1186647,"Taylor","2019","2019-01-16","churned"
1186665,"Jordan","2022","2022-01-26","churned"
1186685,"Nicholas","2022","2022-06-18","churned"
1186731,"Jonathan","2018","2020-04-25","churned"
1186738,"Abbie","2019","2023-09-25","churned"
1186792,"Skye","2018","2018-10-31","churned"
1186828,"Owen","2020","2020-07-08","churned"
1186899,"Evie","2015","2015-12-11","churned"
1186955,"Finlay","2020","2023-03-18","churned"
1186975,"Jayden","2017","2017-08-16","churned"
1187004,"Lauren","2021","2021-05-03","churned"
1187028,"Alex","2020","2022-06-02","churned"
1187069,"Finley","2019","2022-11-02","churned"
1187094,"Lewis","2023","2023-07-17","churned"
1187159,"Logan","2018","2022-08-18","churned"
1187205,"Harrison","2018","2018-11-08","churned"
1187217,"Tom","2015","2015-10-09","churned"
1187365,"Mohammad","2019","2019-07-05","churned"
1187400,"Josh","2023","2023-03-08","churned"
1187472,"Francesca","2022","2022-08-12","churned"
1187522,"Bradley","2022","2022-11-04","churned"
1187534,"Matilda","2022","2022-12-15","churned"
1187540,"Eva","2018","2023-06-01","churned"
1187550,"Alfie","2021","2023-10-21","active"
1187586,"Brooke","2022","2022-10-04","churned"
1187638,"Courtney","2019","2022-04-30","churned"
1187748,"Lola","2021","2022-04-21","churned"
1187775,"Ella","2022","2023-04-26","churned"
1187808,"Hayden","2016","2016-02-05","churned"
1187815,"Callum","2019","2022-07-21","churned"
1187866,"Luca","2021","2021-10-20","churned"
1188041,"Joseph","2022","2022-08-10","churned"
1188146,"Ellis","2018","2018-01-11","churned"
1188154,"Samantha","2020","2020-02-02","churned"
1188257,"Tilly","2016","2023-02-23","churned"
1188260,"Spencer","2018","2018-10-10","churned"
1188273,"Zoe","2019","2019-01-03","churned"
1188320,"George","2018","2018-05-10","churned"
1188373,"Liam","2018","2018-10-01","churned"
1188374,"Lucas","2016","2016-10-13","churned"
1188382,"John","2023","2023-01-19","churned"
1188419,"Ella","2020","2024-02-17","active"
1188519,"Jessica","2018","2024-01-04","active"
1188655,"Declan","2021","2021-10-27","churned"
1188680,"Jordan","2019","2023-01-13","churned"
1188687,"Mia","2019","2019-09-17","churned"
1188720,"Archie","2018","2018-07-20","churned"
1188814,"Alexandra","2019","2019-05-16","churned"
1188838,"Katie","2018","2023-10-14","churned"
1188892,"Rhys","2018","2018-12-31","churned"
1188944,"John","2019","2019-04-27","churned"
1188949,"Emily","2023","2023-08-30","churned"
1189095,"Niamh","2019","2022-11-01","churned"
1189102,"Taylor","2018","2022-07-20","churned"
1189146,"Charlotte","2018","2018-03-15","churned"
1189213,"Eva","2016","2016-02-10","churned"
1189295,"Kieran","2023","2023-01-04","churned"
1189308,"Finlay","2016","2016-05-25","churned"
1189309,"Morgan","2017","2017-06-26","churned"
1189353,"Tilly","2022","2022-04-28","churned"
1189413,"Peter","2019","2019-10-05","churned"
1189422,"Samuel","2016","2016-09-24","churned"
1189469,"Eve","2016","2022-11-14","churned"
1189474,"Archie","2017","2023-08-04","churned"
1189587,"Laura","2018","2018-11-17","churned"
1189598,"Chelsea","2022","2022-12-19","churned"
1189602,"Matilda","2021","2021-05-08","churned"
1189711,"Tegan","2018","2018-06-30","churned"
1189783,"Alfie","2016","2019-01-03","churned"
1189857,"Katherine","2019","2019-05-24","churned"
1189859,"Charles","2019","2019-08-31","churned"
1189873,"Jordan","2018","2018-10-04","churned"
1189888,"Brandon","2021","2023-05-20","churned"
1189933,"George","2022","2022-11-17","churned"
1189952,"Bradley","2022","2022-11-29","churned"
1189994,"Alisha","2017","2017-08-23","churned"
1190024,"Mohammed","2016","2022-02-03","churned"
1190250,"Danielle","2018","2018-11-04","churned"
1190306,"Jade","2020","2024-01-15","active"
1190335,"Thomas","2018","2018-12-13","churned"
1190425,"Rebecca","2017","2017-11-11","churned"
1190441,"Samantha","2017","2017-09-28","churned"
1190453,"Lily","2023","2023-06-28","churned"
1190466,"Madeleine","2018","2019-01-07","churned"
1190510,"Megan","2020","2020-01-03","churned"
1190536,"Jennifer","2017","2023-06-27","churned"
1190612,"Logan","2019","2023-12-23","active"
1190628,"Natasha","2015","2023-03-03","churned"
1190629,"Yasmin","2021","2021-09-07","churned"
1190734,"Niamh","2023","2023-01-14","churned"
1190737,"Isabel","2019","2019-09-26","churned"
1190814,"Charlie","2019","2019-10-16","churned"
1190877,"Owen","2015","2015-10-09","churned"
1190907,"Natasha","2022","2022-05-18","churned"
1190929,"Ellie","2017","2018-10-09","churned"
1190945,"Liam","2021","2023-07-15","churned"
1190964,"Erin","2019","2019-08-10","churned"
1190968,"Louise","2019","2019-02-14","churned"
1190996,"Reece","2018","2023-08-05","churned"
1191037,"Rosie","2022","2023-08-23","churned"
1191115,"Gracie","2019","2021-08-21","churned"
1191177,"Rebecca","2016","2023-01-22","churned"
1191246,"Louis","2018","2018-11-02","churned"
1191252,"Nathan","2019","2019-10-05","churned"
1191296,"Adam","2018","2018-05-31","churned"
1191413,"Melissa","2017","2017-09-13","churned"
1191540,"Edward","2019","2019-11-30","churned"
1191593,"Hayden","2023","2023-02-15","churned"
1191615,"Jasmine","2019","2019-09-27","churned"
1191671,"Finlay","2022","2022-10-18","churned"
1191696,"Ben","2019","2019-03-01","churned"
1191765,"Daisy","2015","2015-11-27","churned"
1191804,"Rosie","2023","2023-07-29","churned"
1191821,"Mason","2019","2019-08-14","churned"
1191936,"Charlie","2018","2018-02-19","churned"
1191994,"Sebastian","2022","2022-12-24","churned"
1192030,"Emma","2018","2018-06-06","churned"
1192033,"Ben","2017","2017-12-06","churned"
1192088,"Ellis","2023","2023-08-28","churned"
1192219,"Kieran","2017","2018-05-31","churned"
1192244,"Shannon","2019","2019-11-22","churned"
1192251,"David","2016","2016-12-22","churned"
1192282,"Rhys","2017","2023-08-10","churned"
1192337,"Ruby","2021","2022-11-03","churned"
1192406,"Anna","2015","2015-09-03","churned"
1192797,"Louis","2018","2022-03-02","churned"
1192828,"Imogen","2017","2023-05-22","churned"
1192829,"Isabelle","2017","2017-12-05","churned"
1192973,"Freddie","2016","2016-06-15","churned"
1193026,"Sophie","2017","2017-02-07","churned"
1193068,"Jack","2015","2015-02-13","churned"
1193275,"Muhammad","2018","2018-10-30","churned"
1193303,"Paige","2015","2015-01-31","churned"
1193316,"Sebastian","2017","2024-01-20","active"
1193362,"Taylor","2019","2019-10-10","churned"
1193370,"Reece","2017","2017-10-17","churned"
1193379,"Melissa","2015","2015-02-05","churned"
1193397,"Mohammed","2022","2022-11-09","churned"
1193510,"Danielle","2019","2023-02-20","churned"
1193584,"Joe","2017","2024-01-27","active"
1193602,"Natasha","2021","2021-05-08","churned"
1193615,"Sienna","2017","2017-02-16","churned"
1193660,"Alexander","2020","2022-12-30","churned"
1193665,"Tegan","2019","2019-04-17","churned"
1193698,"Jacob","2022","2022-07-05","churned"
1193702,"Kyle","2022","2022-12-03","churned"
1193714,"Jessica","2020","2020-02-14","churned"
1193778,"Phoebe","2019","2019-05-22","churned"
1193851,"Sienna","2020","2020-02-19","churned"
1193866,"Isabelle","2018","2018-08-17","churned"
1193905,"Katie","2021","2022-10-21","churned"
1194050,"Jayden","2018","2019-12-09","churned"
1194067,"Charles","2016","2016-02-29","churned"
1194095,"Callum","2016","2016-09-15","churned"
1194104,"Yasmin","2015","2015-05-15","churned"
1194122,"Joe","2023","2023-01-04","churned"
1194180,"Christopher","2017","2019-02-16","churned"
1194253,"Alisha","2017","2017-07-24","churned"
1194260,"Jamie","2021","2021-12-14","churned"
1194276,"Josh","2018","2023-09-14","churned"
1194361,"Ellie","2021","2021-08-28","churned"
1194381,"Aaliyah","2018","2018-09-11","churned"
1194385,"Sean","2023","2023-01-27","churned"
1194403,"Ellie","2018","2020-10-27","churned"
1194419,"Yasmin","2016","2022-03-24","churned"
1194429,"Maisie","2017","2024-01-31","active"
1194432,"Mohammad","2021","2021-09-29","churned"
1194483,"Dylan","2020","2020-04-02","churned"
1194508,"Alexander","2021","2021-06-05","churned"
1194515,"Oscar","2019","2019-08-08","churned"
1194595,"Tom","2018","2018-12-28","churned"
1194694,"Harry","2018","2022-02-08","churned"
1194715,"Eloise","2019","2019-03-28","churned"
1194760,"Zoe","2015","2022-03-12","churned"
1194768,"Harrison","2018","2018-10-25","churned"
1194854,"Morgan","2019","2023-03-25","churned"
